Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),,Vehicle Class
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
6.2,8,14,328,,PICKUP TRUCK - STANDARD
4.3,6,11.9,280,,PICKUP TRUCK - STANDARD
4.3,6,17.1,284,,PICKUP TRUCK - STANDARD
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
5.3,8,17.2,286,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
6.2,8,14.2,332,,PICKUP TRUCK - STANDARD
4.3,6,12.6,296,,PICKUP TRUCK - STANDARD
4.3,6,18.1,301,,PICKUP TRUCK - STANDARD
5.3,8,13.1,306,,PICKUP TRUCK - STANDARD
5.3,8,17.8,295,,PICKUP TRUCK - STANDARD
5.3,8,13,304,,PICKUP TRUCK - STANDARD
1.4,4,8,188,,COMPACT
1.4,4,7.5,175,,COMPACT
1.8,4,8.3,195,,COMPACT
1.8,4,8,187,,COMPACT
1.4,4,8.4,195,,COMPACT
1.4,4,8,189,,COMPACT
1.4,4,8,188,,STATION WAGON - SMALL
1.4,4,7.5,175,,STATION WAGON - SMALL
1.8,4,8.3,195,,STATION WAGON - SMALL
1.8,4,8,187,,STATION WAGON - SMALL
1.4,4,8.4,195,,STATION WAGON - SMALL
1.4,4,8,189,,STATION WAGON - SMALL
1.4,4,6.7,157,,SUBCOMPACT
1.4,4,6.9,162,,SUBCOMPACT
5.3,8,13,304,,SUV - STANDARD
5.3,8,13,304,,SUV - STANDARD
5.3,8,17.6,288,,SUV - STANDARD
5.3,8,13.3,312,,SUV - STANDARD
5.3,8,13.3,312,,SUV - STANDARD
5.3,8,19.1,317,,SUV - STANDARD
5.3,8,13,304,,SUV - STANDARD
5.3,8,13,304,,SUV - STANDARD
5.3,8,17.6,288,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
5.3,8,18,300,,SUV - STANDARD
3.6,6,13.4,315,,SUV - STANDARD
3.6,6,13.7,323,,SUV - STANDARD
1.4,4,8.2,193,,SUV - SMALL
1.4,4,8.1,190,,SUV - SMALL
1.4,4,8.7,205,,SUV - SMALL
2.4,4,8.5,198,,MID-SIZE
2.4,4,11.3,186,,MID-SIZE
3.6,6,10.2,239,,MID-SIZE
3.6,6,13.6,225,,MID-SIZE
3.6,6,10.7,250,,MID-SIZE
3.6,6,14.1,232,,MID-SIZE
3.6,6,10.3,240,,FULL-SIZE
3.6,6,10.3,240,,FULL-SIZE
3.6,6,13.9,229,,FULL-SIZE
5.7,8,12.3,289,,FULL-SIZE
3.6,6,10.9,257,,FULL-SIZE
3.6,6,10.9,257,,FULL-SIZE
3.6,6,14.8,243,,FULL-SIZE
3.6,6,12,282,,MINIVAN
3.6,6,16.8,279,,MINIVAN
3.6,6,10.3,242,,MID-SIZE
5.7,8,13.1,307,,MID-SIZE
6.4,8,13.9,326,,MID-SIZE
5.7,8,12.3,289,,MID-SIZE
6.4,8,12.9,302,,MID-SIZE
6.4,8,13.9,326,,MID-SIZE
6.4,8,12.9,302,,MID-SIZE
6.2,8,14.5,339,,MID-SIZE
6.2,8,15.1,353,,MID-SIZE
3.6,6,11.5,271,,FULL-SIZE
3.6,6,10.3,240,,FULL-SIZE
3.6,6,11.5,271,,FULL-SIZE
3.6,6,15.9,264,,FULL-SIZE
3.6,6,10.3,240,,FULL-SIZE
3.6,6,13.9,229,,FULL-SIZE
5.7,8,12.9,302,,FULL-SIZE
5.7,8,12.3,289,,FULL-SIZE
6.4,8,12.9,302,,FULL-SIZE
3.6,6,10.9,257,,FULL-SIZE
3.6,6,10.9,257,,FULL-SIZE
3.6,6,14.8,243,,FULL-SIZE
5.7,8,13.4,313,,FULL-SIZE
6.4,8,12.9,302,,FULL-SIZE
6.2,8,14.5,339,,FULL-SIZE
2,4,8.1,189,,MID-SIZE
2.4,4,8.6,202,,MID-SIZE
2.4,4,8.8,205,,MID-SIZE
2,4,8.6,201,,MID-SIZE
2,4,11.5,187,,MID-SIZE
2.4,4,9.2,215,,MID-SIZE
2.4,4,8.8,207,,MID-SIZE
1.4,4,7.3,171,,MID-SIZE
1.4,4,7.3,171,,MID-SIZE
3.6,6,11.3,265,,SUV - STANDARD
5.7,8,14,329,,SUV - STANDARD
3.6,6,11.8,276,,MINIVAN
3.6,6,16.4,269,,MINIVAN
2.4,4,11.1,260,,SUV - SMALL
3.6,6,12.1,283,,SUV - SMALL
3.6,6,16.2,270,,SUV - SMALL
3.6,6,12.4,292,,SUV - SMALL
8.4,10,15.6,364,,TWO-SEATER
1.4,4,7.9,183,,MINICOMPACT
1.4,4,7.2,168,,MINICOMPACT
1.4,4,7.9,183,,MINICOMPACT
1.4,4,6.8,160,,MINICOMPACT
1.4,4,8.6,200,,MINICOMPACT
1.4,4,7.8,183,,MINICOMPACT
1.4,4,8.6,200,,MINICOMPACT
1.4,4,7.8,183,,MINICOMPACT
1.4,4,8.6,200,,MINICOMPACT
1.4,4,7.8,183,,MINICOMPACT
1.4,4,9.4,218,,STATION WAGON - SMALL
1.4,4,8.7,203,,STATION WAGON - SMALL
1.4,4,8.3,194,,STATION WAGON - SMALL
1.4,4,8.3,194,,SUV - SMALL
2.4,4,9.3,217,,SUV - SMALL
2.4,4,9.6,224,,SUV - SMALL
2,4,6,140,,FULL-SIZE
2,4,9.8,231,,SUV - SMALL
2,4,9.8,228,,SUV - SMALL
3.5,6,11.4,268,,SUV - SMALL
2,4,10.3,240,,SUV - SMALL
2.7,6,11.9,278,,SUV - SMALL
3.5,6,11.8,278,,SUV - SMALL
1.6,4,8.9,208,,SUV - SMALL
2,4,9.6,224,,SUV - SMALL
2.5,4,9.4,220,,SUV - SMALL
1.6,4,9.4,220,,SUV - SMALL
2,4,10,236,,SUV - SMALL
3.5,6,14.3,334,,SUV - STANDARD
3.5,6,14.4,338,,SUV - STANDARD
2.3,4,10.8,253,,SUV - STANDARD
3.5,6,12,280,,SUV - STANDARD
3.5,6,16.1,264,,SUV - STANDARD
2.3,4,11.3,265,,SUV - STANDARD
3.5,6,13,305,,SUV - STANDARD
3.5,6,12.6,295,,SUV - STANDARD
3.5,6,17.2,282,,SUV - STANDARD
2.7,6,10.9,256,,PICKUP TRUCK - STANDARD
3.5,6,11.9,278,,PICKUP TRUCK - STANDARD
2.7,6,11.2,263,,PICKUP TRUCK - STANDARD
3.5,6,12.9,303,,PICKUP TRUCK - STANDARD
3.5,6,11.6,272,,PICKUP TRUCK - STANDARD
3.5,6,15.7,261,,PICKUP TRUCK - STANDARD
5,8,13.2,309,,PICKUP TRUCK - STANDARD
5,8,17.8,292,,PICKUP TRUCK - STANDARD
5,8,14.5,341,,PICKUP TRUCK - STANDARD
5,8,17.8,293,,PICKUP TRUCK - STANDARD
2.7,6,11.7,275,,PICKUP TRUCK - STANDARD
3.5,6,12.9,303,,PICKUP TRUCK - STANDARD
2.7,6,12.3,288,,PICKUP TRUCK - STANDARD
3.5,6,13.8,324,,PICKUP TRUCK - STANDARD
3.5,6,12.5,292,,PICKUP TRUCK - STANDARD
3.5,6,16.9,278,,PICKUP TRUCK - STANDARD
5,8,13.8,324,,PICKUP TRUCK - STANDARD
5,8,18.7,306,,PICKUP TRUCK - STANDARD
5,8,14.8,347,,PICKUP TRUCK - STANDARD
5,8,18.8,310,,PICKUP TRUCK - STANDARD
1.6,4,7.6,180,,SUBCOMPACT
1.6,4,7.6,179,,SUBCOMPACT
1,3,6.6,153,,SUBCOMPACT
1.6,4,8.1,191,,COMPACT
3.5,6,12.7,298,,SUV - STANDARD
3.5,6,12.9,303,,SUV - STANDARD
3.5,6,13.7,322,,SUV - STANDARD
1,3,7.3,171,,COMPACT
1,3,6.8,160,,COMPACT
2,4,7.6,178,,COMPACT
2,4,10.3,170,,COMPACT
2,4,7.8,183,,COMPACT
2,4,10.5,175,,COMPACT
2,4,8,188,,COMPACT
2,4,10.8,179,,COMPACT
2.3,4,10.9,255,,MID-SIZE
2,4,9.2,217,,MID-SIZE
1.5,4,8.4,197,,MID-SIZE
1.5,4,8,188,,MID-SIZE
2,4,8.9,210,,MID-SIZE
2.5,4,8.9,209,,MID-SIZE
2,4,9.3,220,,MID-SIZE
2,4,5.5,130,,MID-SIZE
2.3,4,9.4,219,,SUBCOMPACT
2.3,4,9.2,217,,SUBCOMPACT
3.7,6,10.7,253,,SUBCOMPACT
3.7,6,11.2,264,,SUBCOMPACT
5,8,12.4,292,,SUBCOMPACT
5,8,12.7,298,,SUBCOMPACT
2.3,4,10,234,,SUBCOMPACT
5,8,13,304,,SUBCOMPACT
5.2,8,14.2,334,,SUBCOMPACT
3.5,6,14.6,342,,VAN - PASSENGER
3.7,6,15.2,356,,VAN - PASSENGER
3.7,6,21,345,,VAN - PASSENGER
2,4,10.1,237,,FULL-SIZE
3.5,6,11.1,260,,FULL-SIZE
3.5,6,14.9,248,,FULL-SIZE
3.5,6,12.5,293,,FULL-SIZE
3.5,6,12.4,291,,FULL-SIZE
3.5,6,16.3,271,,FULL-SIZE
1.6,4,9.5,223,,SPECIAL PURPOSE VEHICLE
2.5,4,10.4,243,,SPECIAL PURPOSE VEHICLE
2.5,4,10.4,243,,SPECIAL PURPOSE VEHICLE
2.5,4,14.2,233,,SPECIAL PURPOSE VEHICLE
2.5,4,10.7,252,,SPECIAL PURPOSE VEHICLE
2.5,4,10.7,252,,SPECIAL PURPOSE VEHICLE
2.5,4,14.6,240,,SPECIAL PURPOSE VEHICLE
2.5,4,10.7,252,,SPECIAL PURPOSE VEHICLE
2.5,4,10.7,252,,SPECIAL PURPOSE VEHICLE
2.5,4,14.6,240,,SPECIAL PURPOSE VEHICLE
3.6,6,13.4,315,,SUV - STANDARD
3.6,6,13.7,323,,SUV - STANDARD
2.5,4,10.5,247,,PICKUP TRUCK - SMALL
2.5,4,10.8,253,,PICKUP TRUCK - SMALL
2.8,4,9.4,252,,PICKUP TRUCK - SMALL
3.6,6,11.3,265,,PICKUP TRUCK - SMALL
2.5,4,11.3,265,,PICKUP TRUCK - SMALL
2.8,4,10.3,277,,PICKUP TRUCK - SMALL
3.6,6,11.9,279,,PICKUP TRUCK - SMALL
6,8,18.8,441,,VAN - PASSENGER
6,8,19.8,465,,VAN - PASSENGER
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
6.2,8,14,327,,PICKUP TRUCK - STANDARD
4.3,6,11.9,280,,PICKUP TRUCK - STANDARD
4.3,6,17.1,284,,PICKUP TRUCK - STANDARD
5.3,8,12.7,298,,PICKUP TRUCK - STANDARD
5.3,8,17.2,286,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
6.2,8,14.2,332,,PICKUP TRUCK - STANDARD
4.3,6,12.6,296,,PICKUP TRUCK - STANDARD
4.3,6,18.1,301,,PICKUP TRUCK - STANDARD
5.3,8,13.1,306,,PICKUP TRUCK - STANDARD
5.3,8,17.8,295,,PICKUP TRUCK - STANDARD
5.3,8,13,304,,PICKUP TRUCK - STANDARD
2.4,4,9.1,214,,SUV - SMALL
3.6,6,12.1,285,,SUV - SMALL
2.4,4,9.1,214,,SUV - SMALL
2.4,4,13.4,221,,SUV - SMALL
2.4,4,10,235,,SUV - SMALL
3.6,6,12.8,300,,SUV - SMALL
5.3,8,13,304,,SUV - STANDARD
5.3,8,13,304,,SUV - STANDARD
5.3,8,17.6,288,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
6.2,8,13.8,323,,SUV - STANDARD
5.3,8,13.2,310,,SUV - STANDARD
5.3,8,18,300,,SUV - STANDARD
5.3,8,13,304,,SUV - STANDARD
5.3,8,13,304,,SUV - STANDARD
5.3,8,17.6,288,,SUV - STANDARD
5.3,8,13.3,312,,SUV - STANDARD
6.2,8,14.3,334,,SUV - STANDARD
5.3,8,13.3,312,,SUV - STANDARD
5.3,8,19.1,317,,SUV - STANDARD
2.4,4,8.9,207,,MID-SIZE
3.5,6,9.5,223,,MID-SIZE
3.5,6,10.9,253,,MID-SIZE
2.4,4,7.6,177,,MID-SIZE
3.5,6,9.4,219,,MID-SIZE
2.4,4,8,187,,MID-SIZE
1.5,4,6.7,155,,COMPACT
2,4,6.9,162,,COMPACT
2,4,7.7,179,,COMPACT
1.5,4,6.7,157,,MID-SIZE
2,4,6.9,162,,MID-SIZE
2,4,7.5,176,,MID-SIZE
2.4,4,7.9,186,,SUV - SMALL
2.4,4,8.6,202,,SUV - SMALL
1.5,4,6.8,157,,TWO-SEATER
1.5,4,7.3,169,,TWO-SEATER
1.5,4,6.4,150,,STATION WAGON - SMALL
1.5,4,6.8,158,,STATION WAGON - SMALL
1.5,4,7.3,171,,STATION WAGON - SMALL
1.8,4,7.6,177,,SUV - SMALL
1.8,4,7.6,177,,SUV - SMALL
1.8,4,8.3,193,,SUV - SMALL
1.8,4,8.1,190,,SUV - SMALL
1.8,4,8.1,190,,SUV - SMALL
3.5,6,10.6,250,,MINIVAN
3.5,6,10.8,253,,SUV - SMALL
3.5,6,11.3,265,,SUV - SMALL
3.5,6,11,257,,SUV - SMALL
1.6,4,7.7,179,,COMPACT
1.6,4,7.6,176,,COMPACT
1.8,4,7.5,176,,MID-SIZE
1.8,4,7.7,180,,MID-SIZE
2,4,8.3,194,,MID-SIZE
2,4,8.5,198,,MID-SIZE
2,4,8.6,203,,MID-SIZE
2,4,8.6,202,,MID-SIZE
5,8,13.3,312,,FULL-SIZE
3.8,6,12.1,285,,FULL-SIZE
5,8,14.2,332,,FULL-SIZE
3.8,6,12.2,284,,SUBCOMPACT
3.8,6,12.1,283,,SUBCOMPACT
3.3,6,11.3,265,,SUV - SMALL
3.3,6,11.5,269,,SUV - SMALL
2.4,4,10.3,239,,SUV - SMALL
2,4,11.5,266,,SUV - SMALL
2.4,4,11.1,257,,SUV - SMALL
3.3,6,12.5,295,,SUV - SMALL
2,4,9.1,214,,FULL-SIZE
2.4,4,8.1,191,,FULL-SIZE
2.4,4,8.6,204,,FULL-SIZE
2,4,5.6,133,,MID-SIZE
2,4,5.8,136,,MID-SIZE
2,4,9,211,,SUV - SMALL
1.6,4,9.2,219,,SUV - SMALL
2,4,10.1,240,,SUV - SMALL
1.6,4,7.5,177,,COMPACT
1.6,4,7.8,186,,COMPACT
1.6,4,8.1,191,,COMPACT
1.6,4,8.3,197,,COMPACT
2,4,9.1,214,,MID-SIZE
3,6,10.3,242,,MID-SIZE
2,4,9.6,226,,MID-SIZE
3,6,10.6,249,,MID-SIZE
3,6,11.1,262,,MID-SIZE
3,6,10.5,247,,MID-SIZE
3,6,10.8,256,,MID-SIZE
3.5,6,7.7,181,,COMPACT
3.5,6,8.2,193,,COMPACT
3.7,6,11.6,274,,MID-SIZE
5.6,8,12.8,300,,MID-SIZE
3.5,6,7.5,177,,MID-SIZE
3.7,6,11.9,279,,STATION WAGON - SMALL
3.5,6,10.3,242,,SUV - SMALL
3.5,6,10.7,252,,SUV - SMALL
2.5,4,8.7,204,,SUV - STANDARD
3.7,6,12.8,301,,SUV - SMALL
5.6,8,15.1,354,,SUV - STANDARD
3,6,10.5,246,,TWO-SEATER
3,6,12.6,296,,TWO-SEATER
3,6,10.5,246,,TWO-SEATER
3,6,12.6,296,,TWO-SEATER
5,8,12.8,302,,TWO-SEATER
5,8,13.3,311,,TWO-SEATER
5,8,13.3,311,,TWO-SEATER
3,6,10.8,254,,TWO-SEATER
3,6,12.9,302,,TWO-SEATER
3,6,11.3,264,,TWO-SEATER
3,6,10.8,254,,TWO-SEATER
3,6,12.9,302,,TWO-SEATER
3,6,11.3,264,,TWO-SEATER
3,6,10.3,241,,MID-SIZE
3,6,11.7,275,,FULL-SIZE
3,6,11.9,279,,FULL-SIZE
5,8,13.3,313,,FULL-SIZE
5,8,13.3,313,,FULL-SIZE
2.4,4,9.5,223,,SUV - SMALL
2.4,4,9.5,223,,SUV - SMALL
2.4,4,12.9,213,,SUV - SMALL
3.2,6,9.9,233,,SUV - SMALL
2.4,4,10,233,,SUV - SMALL
2.4,4,10,233,,SUV - SMALL
2.4,4,13.7,226,,SUV - SMALL
3.2,6,10.2,240,,SUV - SMALL
2.4,4,10.1,238,,SUV - SMALL
3.2,6,10.9,256,,SUV - SMALL
2.4,4,10.9,255,,SUV - SMALL
3.2,6,10.8,253,,SUV - SMALL
2,4,10,234,,SUV - SMALL
2,4,9.2,214,,SUV - SMALL
2.4,4,10,235,,SUV - SMALL
2.4,4,9.3,218,,SUV - SMALL
2.4,4,10.5,248,,SUV - SMALL
2.4,4,9.7,228,,SUV - SMALL
2.4,4,11.1,259,,SUV - SMALL
3.6,6,11.3,265,,SUV - STANDARD
5.7,8,14,329,,SUV - STANDARD
3,6,9.9,267,,SUV - STANDARD
6.4,8,15.8,370,,SUV - STANDARD
2,4,10,234,,SUV - SMALL
2,4,9.2,214,,SUV - SMALL
2.4,4,10,235,,SUV - SMALL
2.4,4,9.3,218,,SUV - SMALL
2.4,4,10.5,248,,SUV - SMALL
2.4,4,9.7,228,,SUV - SMALL
2.4,4,11.1,259,,SUV - SMALL
1.4,4,8.8,207,,SUV - SMALL
2.4,4,9.4,220,,SUV - SMALL
2.4,4,12.2,201,,SUV - SMALL
1.4,4,8.8,203,,SUV - SMALL
2.4,4,9.8,229,,SUV - SMALL
3.6,6,12.8,299,,SUV - SMALL
3.6,6,12.8,299,,SUV - SMALL
3.6,6,13.4,314,,SUV - SMALL
3.6,6,13.4,312,,SUV - SMALL
3.3,6,10.7,251,,FULL-SIZE
1.8,4,7.6,179,,MID-SIZE
1.8,4,7.9,186,,MID-SIZE
2,4,8.3,196,,MID-SIZE
2,4,8.5,198,,MID-SIZE
1.6,4,9.7,228,,FULL-SIZE
1.6,4,9.8,227,,FULL-SIZE
2,4,8.5,199,,FULL-SIZE
2,4,8.4,197,,FULL-SIZE
1.6,4,9.4,218,,COMPACT
1.6,4,9.6,222,,COMPACT
2,4,8.6,200,,COMPACT
2,4,8.8,206,,COMPACT
3.8,6,11.8,278,,FULL-SIZE
5,8,13.4,318,,FULL-SIZE
1.6,4,7.4,175,,FULL-SIZE
2,4,9.3,222,,FULL-SIZE
2.4,4,8.1,193,,FULL-SIZE
2.4,4,6.3,147,,MID-SIZE
2.4,4,6.4,150,,MID-SIZE
1.6,4,7.7,178,,COMPACT
1.6,4,7.7,179,,COMPACT
1.6,4,7.6,175,,COMPACT
2,4,9,214,,STATION WAGON - MID-SIZE
2,4,9.3,220,,STATION WAGON - MID-SIZE
3.3,6,11.6,275,,MINIVAN
3.3,6,11.4,269,,MINIVAN
3.3,6,12.5,296,,MINIVAN
2,4,10.3,245,,SUV - SMALL
2.4,4,9.8,233,,SUV - SMALL
2,4,10.9,259,,SUV - SMALL
2.4,4,10.4,245,,SUV - SMALL
3.3,6,11.6,275,,SUV - SMALL
1.6,4,8.9,206,,STATION WAGON - SMALL
1.6,4,9,208,,STATION WAGON - SMALL
2,4,8.8,208,,STATION WAGON - SMALL
2,4,8.8,208,,STATION WAGON - SMALL
2.4,4,10,231,,SUV - SMALL
2.4,4,11.3,261,,SUV - SMALL
2,4,11.3,261,,SUV - SMALL
2.4,4,10.8,251,,SUV - SMALL
6.5,12,17.9,420,,TWO-SEATER
6.5,12,19.3,452,,TWO-SEATER
5.2,10,14.2,331,,TWO-SEATER
5.2,10,14.6,340,,TWO-SEATER
2,4,10.6,248,,SUV - SMALL
3,6,14.3,336,,SUV - STANDARD
3,6,12.4,291,,SUV - STANDARD
3,6,9.4,254,,SUV - STANDARD
5,8,15.1,356,,SUV - STANDARD
5,8,15.1,356,,SUV - STANDARD
3,6,12.4,291,,SUV - STANDARD
3,6,9.4,254,,SUV - STANDARD
5,8,14.7,344,,SUV - STANDARD
2,4,9.7,229,,SUV - SMALL
1.8,4,5.7,132,,COMPACT
2.5,4,5.9,139,,MID-SIZE
3.5,6,9.7,225,,MID-SIZE
2,4,9,212,,MID-SIZE
2,4,9.7,227,,MID-SIZE
3.5,6,10.2,237,,MID-SIZE
3.5,6,10.9,254,,MID-SIZE
3.5,6,10.7,251,,MID-SIZE
3.5,6,7.6,177,,MID-SIZE
5,8,12.5,293,,COMPACT
4.6,8,13.9,322,,SUV - STANDARD
2,4,9,212,,COMPACT
3.5,6,11.1,258,,COMPACT
3.5,6,10.6,246,,COMPACT
3.5,6,11.1,258,,COMPACT
4.6,8,12.3,286,,MID-SIZE
4.6,8,12.9,303,,MID-SIZE
4.6,8,12.9,303,,MID-SIZE
5,8,11.5,268,,MID-SIZE
5.7,8,15.9,371,,SUV - STANDARD
2,4,9.6,225,,SUV - SMALL
2,4,9.9,231,,SUV - SMALL
2.5,4,7.4,172,,SUV - SMALL
2,4,9,214,,SUBCOMPACT
3.5,6,11.1,258,,SUBCOMPACT
3.5,6,10.6,246,,SUBCOMPACT
3.5,6,11.1,258,,SUBCOMPACT
5,8,12.6,289,,SUBCOMPACT
3.5,6,10.7,251,,SUV - SMALL
3.5,6,8,186,,SUV - STANDARD
2,4,10.9,256,,SUV - SMALL
2.3,4,11.1,261,,SUV - SMALL
3.5,6,12.5,293,,FULL-SIZE
3.7,6,12.2,287,,FULL-SIZE
3.5,6,13.7,322,,SUV - STANDARD
2,4,11.4,268,,SPECIAL PURPOSE VEHICLE
3.7,6,12.7,298,,SPECIAL PURPOSE VEHICLE
2.7,6,12.1,283,,SUV - SMALL
3.7,6,12.5,293,,SUV - SMALL
2,4,8.9,210,,MID-SIZE
3.7,6,10.9,257,,MID-SIZE
2,4,9.3,220,,MID-SIZE
3.7,6,11.9,279,,MID-SIZE
2,4,5.8,136,,MID-SIZE
3.5,6,14.3,334,,SUV - STANDARD
3.5,6,14.4,339,,SUV - STANDARD
3,6,12.2,286,,MID-SIZE
3,6,12.5,293,,MID-SIZE
3,6,12.6,295,,MID-SIZE
4.7,8,15.1,357,,SUBCOMPACT
4.7,8,15.2,360,,SUBCOMPACT
3.8,8,14,322,,FULL-SIZE
3,6,12.9,300,,FULL-SIZE
3,6,12.9,302,,FULL-SIZE
2,4,7.6,179,,COMPACT
2,4,8.1,189,,COMPACT
2,4,8.2,192,,SUV - SMALL
2.5,4,8.1,190,,SUV - SMALL
2,4,8,188,,SUV - SMALL
2,4,8.5,199,,SUV - SMALL
2.5,4,9,210,,SUV - SMALL
2,4,6.9,162,,COMPACT
2,4,7,165,,COMPACT
2.5,4,7.4,173,,COMPACT
2.5,4,7.2,169,,COMPACT
2.5,4,8,189,,COMPACT
2,4,7,165,,MID-SIZE
2,4,7.1,167,,MID-SIZE
2.5,4,7.7,182,,MID-SIZE
2.5,4,7.2,170,,MID-SIZE
2.5,4,8.1,190,,MID-SIZE
2.5,4,9.7,226,,MINIVAN
2.5,4,9.8,229,,MINIVAN
2.5,4,7.6,178,,MID-SIZE
2.5,4,7.3,171,,MID-SIZE
2.5,4,8.1,188,,MID-SIZE
2,4,7.8,183,,TWO-SEATER
2,4,7.8,183,,TWO-SEATER
4,8,11.7,268,,COMPACT
4,8,11.7,268,,COMPACT
2,4,9.1,214,,COMPACT
5.5,8,13.1,308,,COMPACT
5.5,8,13.3,310,,MID-SIZE
5.5,8,13.3,310,,STATION WAGON - MID-SIZE
5.5,8,18.5,417,,SUV - STANDARD
6,12,21.4,476,,SUV - STANDARD
5.5,8,16.3,369,,SUV - STANDARD
2,4,9.3,216,,SUV - SMALL
5.5,8,15.6,366,,SUV - STANDARD
5.5,8,15.2,363,,SUV - STANDARD
4,8,12.8,303,,TWO-SEATER
5.5,8,13.2,313,,FULL-SIZE
5.5,8,13,313,,COMPACT
6,12,15.5,361,,FULL-SIZE
6,12,15,355,,COMPACT
5.5,8,12.4,298,,TWO-SEATER
6,12,14.2,335,,TWO-SEATER
5.5,8,10.6,252,,TWO-SEATER
2,4,8,188,,MID-SIZE
2,4,8.9,206,,MID-SIZE
2,4,9,212,,COMPACT
3,6,10.4,231,,COMPACT
2,4,8.1,188,,COMPACT
2,4,8.6,198,,COMPACT
2,4,11.6,198,,COMPACT
3,6,10.7,252,,COMPACT
4.7,8,11.7,277,,COMPACT
2.1,4,7.4,200,,MID-SIZE
3.5,6,10.2,240,,MID-SIZE
3,6,10.4,244,,MID-SIZE
3,6,10.2,239,,SUBCOMPACT
3,6,10.8,253,,STATION WAGON - MID-SIZE
3,6,10,233,,SUBCOMPACT
4.7,8,11.4,270,,MID-SIZE
4.7,8,11.7,275,,SUBCOMPACT
4.7,8,11.4,268,,SUBCOMPACT
5.5,8,17.9,401,,SUV - STANDARD
3,6,12,322,,SUV - STANDARD
3,6,14,298,,SUV - STANDARD
4.7,8,15.5,365,,SUV - STANDARD
2,4,8.7,203,,SUV - SMALL
3,6,9.2,246,,SUV - STANDARD
3,6,9.4,253,,SUV - STANDARD
3,6,12,282,,SUV - STANDARD
3,6,12,281,,SUV - STANDARD
4.7,8,14.2,335,,SUV - STANDARD
6,12,15.3,359,,FULL-SIZE
2,4,10.2,233,,SPECIAL PURPOSE VEHICLE
2,4,10.9,248,,SPECIAL PURPOSE VEHICLE
3,6,10.8,253,,MID-SIZE
4.7,8,12.2,294,,MID-SIZE
4.7,8,12.5,287,,FULL-SIZE
4.7,8,12.3,289,,COMPACT
6,12,14.5,340,,FULL-SIZE
4.7,8,12.3,289,,TWO-SEATER
2,4,8.5,199,,TWO-SEATER
3.5,6,9.8,229,,TWO-SEATER
1.5,3,7.7,181,,SUBCOMPACT
1.5,3,7.3,172,,SUBCOMPACT
1.5,3,7.7,181,,SUBCOMPACT
1.5,3,7.2,170,,SUBCOMPACT
1.5,3,8.3,195,,MID-SIZE
1.5,3,8.2,194,,MID-SIZE
1.5,3,7.7,181,,MINICOMPACT
1.5,3,7.2,170,,MINICOMPACT
2,4,8.2,193,,SUBCOMPACT
2,4,8.7,203,,SUBCOMPACT
2,4,8.2,193,,SUBCOMPACT
2,4,8.7,203,,SUBCOMPACT
2,4,8.5,198,,MID-SIZE
2,4,9.2,215,,MID-SIZE
2,4,8.5,198,,MINICOMPACT
2,4,8.7,203,,MINICOMPACT
1.6,4,9,212,,COMPACT
1.6,4,8.6,201,,COMPACT
1.6,4,9,212,,COMPACT
1.6,4,8.6,201,,COMPACT
2,4,8.5,199,,SUBCOMPACT
2,4,9.2,214,,SUBCOMPACT
1.6,4,9,212,,COMPACT
1.6,4,8.6,201,,COMPACT
1.6,4,9,212,,COMPACT
1.6,4,8.6,201,,COMPACT
2,4,7.8,181,,COMPACT
2,4,8.4,198,,COMPACT
2.4,4,8.8,204,,COMPACT
2.4,4,9.2,217,,COMPACT
2.4,4,9.1,210,,COMPACT
2,4,8.3,191,,STATION WAGON - SMALL
2,4,8.7,203,,STATION WAGON - SMALL
1.2,3,5.9,139,,COMPACT
1.2,3,6.3,147,,COMPACT
2.4,4,8.4,193,,SUV - SMALL
2.4,4,9,207,,SUV - SMALL
3,6,10.4,238,,SUV - SMALL
2,4,8.7,202,,SUV - SMALL
2,4,9.3,214,,SUV - SMALL
2.4,4,9.6,223,,SUV - SMALL
3.7,6,11.1,260,,TWO-SEATER
3.7,6,11.5,269,,TWO-SEATER
3.7,6,11.5,270,,TWO-SEATER
3.7,6,11.8,278,,TWO-SEATER
2.5,4,7.5,176,,MID-SIZE
3.5,6,9,212,,MID-SIZE
2.5,4,7.7,181,,MID-SIZE
2.5,4,12.1,285,,PICKUP TRUCK - SMALL
2.5,4,11.3,266,,PICKUP TRUCK - SMALL
4,6,12.7,300,,PICKUP TRUCK - SMALL
4,6,13.7,322,,PICKUP TRUCK - SMALL
4,6,13.3,313,,PICKUP TRUCK - SMALL
3.8,6,12.6,294,,SUBCOMPACT
1.6,4,7.9,186,,STATION WAGON - SMALL
1.6,4,7.8,183,,STATION WAGON - SMALL
